# SAT_NAME
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG     PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------   
1 59160U 24044J   25292.06281113 -.00005278  00000-0 -18237-3 0  9995 | 2 59160  42.9994 187.0251 0001357 270.3845  89.6851 15.27589891 91933 | 2025/10/19-01:30:26  223.3025   94.2661     6861.1565     6851.8459     6870.4671 -42.676589  -5.259005  -0.000175   0.001346
1 59161U 24044K   25292.09221811  .00003271  00000-0  12832-3 0  9992 | 2 59161  43.0030 186.3961 0000972 292.3537  67.7212 15.27588055 91941 | 2025/10/19-02:12:47  234.5417   94.2663     6861.1620     6854.4929     6867.8310 -42.735328  -4.790590  -0.000468   0.000852
1 59162U 24044L   25292.09608342  .00002252  00000-0  91314-4 0  9992 | 2 59162  42.9997 186.4253 0000787 301.4631  58.6144 15.27587627 91912 | 2025/10/19-02:18:21  235.9052   94.2663     6861.1633     6855.7635     6866.5630 -42.729602  -4.811999  -0.000483   0.000621
1 59163U 24044M   25291.44608855  .00002777  00000-0  11039-3 0  9997 | 2 59163  42.9960 190.1474 0002169  94.2136 265.8964 15.27590094 91816 | 2025/10/18-10:42:22  357.5118   94.2661     6861.1559     6846.2740     6876.0377 -42.323446  -7.575084   0.000538  -0.002101
1 59164U 24044N   25291.44992374  .00000879  00000-0  41501-4 0  9999 | 2 59164  43.0048 190.1751 0003250 280.0530  79.9955 15.27582581 91848 | 2025/10/18-10:47:53  358.9300   94.2666     6861.1784     6838.8795     6883.4772 -42.328441  -7.597099  -0.001124   0.003050
1 59165U 24044P   25292.10634867  .00003284  00000-0  12875-3 0  9998 | 2 59165  43.0063 186.5020 0003043 275.6914  84.3591 15.27600232 91918 | 2025/10/19-02:33:08  239.5611   94.2655     6861.1255     6840.2471     6882.0039 -42.729679  -4.869943  -0.000643   0.002974
1 59166U 24044Q   25292.11021428  .00000192  00000-0  16481-4 0  9996 | 2 59166  43.0021 186.5278 0000748 277.2371  82.8396 15.27589447 91945 | 2025/10/19-02:38:42  240.9045   94.2662     6861.1578     6856.0257     6866.2900 -42.723309  -4.888706  -0.000178   0.000727
1 59167U 24044R   25291.98327514  .00005701  00000-0  21636-3 0  9994 | 2 59167  42.9994 187.2941 0000515 264.7992  95.2800 15.27605219 91898 | 2025/10/18-23:35:54  194.3125   94.2652     6861.1106     6857.5771     6864.6441 -42.651428  -5.459310  -0.000019   0.000515
1 59168U 24044S   25292.07438265  .00001037  00000-0  47176-4 0  9998 | 2 59168  42.9963 187.1085 0000497 280.5129  79.5667 15.27583620 91932 | 2025/10/19-01:47:06  227.3862   94.2665     6861.1753     6857.7653     6864.5853 -42.665813  -5.320736  -0.000150   0.000474
1 59169U 24044T   25292.06667401 -.00000617  00000-0 -12927-4 0  9995 | 2 59169  42.9951 187.0479 0000689 280.5555  79.5219 15.27581734 91906 | 2025/10/19-01:36:00  224.6663   94.2666     6861.1809     6856.4536     6865.9083 -42.670226  -5.275459  -0.000208   0.000657
1 59170U 24044U   25292.06655819  .00001719  00000-0  71953-4 0  9993 | 2 59170  43.0033 147.2851 0001414 280.2646  79.8047 15.27590738 92365 | 2025/10/19-01:35:50  264.3954   94.2661     6861.1539     6851.4523     6870.8556 -36.181698  23.241527   0.000540   0.001307
1 59171U 24044V   25292.07051425  .00002748  00000-0  10936-3 0  9994 | 2 59171  43.0029 187.0812 0002015 266.5210  93.5411 15.27581571 91937 | 2025/10/19-01:41:32  226.0346   94.2667     6861.1814     6847.3561     6875.0067 -42.674893  -5.301220  -0.000127   0.002011
1 59172U 24044W   25292.04183194  .00058815  00000-0  21271-2 0  9990 | 2 59172  43.0039 140.1592 0001796 269.8578  90.2068 15.27621928 92442 | 2025/10/19-01:00:14  262.6002   94.2642     6861.0606     6848.7381     6873.3830 -33.019577  27.550734   0.001154   0.001376
1 59173U 24044X   25292.11791747  .00000214  00000-0  17295-4 0  9991 | 2 59173  43.0004 186.5784 0001560 270.8800  89.1873 15.27583785 91944 | 2025/10/19-02:49:48  243.6441   94.2665     6861.1748     6850.4713     6871.8782 -42.717286  -4.926240  -0.000202   0.001547
1 59174U 24044Y   25292.33336806  .00039318  00000-0  14315-2 0  9992 | 2 59174  43.0024 138.4167 0001354 261.8526 305.7533 15.27561764  5829 | 2025/10/19-08:00:03  162.0417   94.2679     6861.2407     6851.9506     6870.5308 -32.165433  28.541047   0.001033   0.000875
1 59175U 23174DK  25292.15027665  .00017786  00000-0  62824-3 0  9990 | 2 59175  97.4075   7.7124 0008814 313.1197  46.9305 15.29233143108131 | 2025/10/19-03:36:23   74.2084   94.1648     6856.2405     6795.8095     6916.6714  96.526369  13.072150   0.006833  -0.005567
1 59176U 06011H   24098.73623719  .05878037  00000-0  25546+0 0  9996 | 2 59176  72.0408 214.3115 0063859 317.4975  42.1272 15.15370952  5972 | 2024/04/07-17:40:10  247.5956   95.0262     6897.9896     6457.4909     7338.4883 -59.504633 -40.608812  -0.063208   0.009098
1 59177U 06011J   24064.97845250  .05128110  00000-0  35315+0 0  9997 | 2 59177  72.0260 283.3678 0039554  98.4089 262.1572 14.99989537  1751 | 2024/03/04-23:28:58  231.5221   96.0007     6945.0656     6670.3605     7219.7708  16.652496 -70.074525   0.036731   0.014674
1 59178U 24045A   25292.02409082  .00003678  00000-0  14299-3 0  9992 | 2 59178  43.0024 169.2965 0000994 285.0645  75.0097 15.27604729 27869 | 2025/10/19-00:34:41  227.0490   94.2652     6861.1120     6854.2921     6867.9320 -42.254221   7.986691  -0.000076   0.000991
1 59179U 24045B   25292.07323113  .00039370  00000-0  15048-2 0  9998 | 2 59179  43.0024 172.2701 0001821 264.0336  96.0307 15.25954613 91503 | 2025/10/19-01:45:27  241.8242   94.3672     6866.0574     6853.5543     6878.5605 -42.611643   5.783965   0.000431   0.001769
1 59180U 24045C   25292.04415684  .00001682  00000-0  70583-4 0  9994 | 2 59180  42.9998 172.9074 0001451 264.9957  95.0729 15.27600371 91496 | 2025/10/19-01:03:35  230.6872   94.2655     6861.1251     6851.1696     6871.0806 -42.670761   5.309328   0.000304   0.001419
1 59181U 24045D   25292.09333803  .00000228  00000-0  17803-4 0  9993 | 2 59181  43.0044 168.9569 0001263 285.9223  74.1490 15.27593421 91541 | 2025/10/19-02:14:24  252.3887   94.2659     6861.1459     6852.4803     6869.8115 -42.208104   8.237379  -0.000107   0.001258
1 59182U 24045E   25292.05559652 -.00008124  00000-0 -28559-3 0  9996 | 2 59182  42.9963 172.1340 0000713  71.3432 288.7497 15.27629489 91502 | 2025/10/19-01:20:03  235.5659   94.2637     6861.0379     6856.1460     6865.9298 -42.591741   5.884334  -0.000318  -0.000638
1 59183U 24045F   25102.79218414  .26278091  89751-5  62090-2 0  9996 | 2 59183  42.9874 117.0402 0007979 148.8782  22.3534 16.28584291 63089 | 2025/04/12-19:00:44  198.1456   88.4204     6574.4841     6522.0263     6626.9419 -19.542740  38.288352  -0.000568  -0.007959
1 59184U 24045G   25291.39659155  .00000508  00000-0  27986-4 0  9993 | 2 59184  43.0016 175.7864 0001025 271.1547  88.9187 15.27577404 91403 | 2025/10/18-09:31:05  354.0417   94.2669     6861.1939     6854.1611     6868.2266 -42.885369   3.159539   0.000055   0.001024
1 59185U 24045H   25292.13269215  .00004142  00000-0  15985-3 0  9994 | 2 59185  43.0011 161.4789 0001314 270.6006  89.4695 15.27603976 91631 | 2025/10/19-03:11:04  274.0742   94.2653     6861.1143     6852.0988     6870.1298 -40.773933  13.659466   0.000404   0.001250
1 59186U 24045J   25292.10841507  .00004703  00000-0  18014-3 0  9991 | 2 59186  43.0020 150.6900 0001410 271.8297  88.2393 15.27613548 91693 | 2025/10/19-02:36:07  276.1005   94.2647     6861.0856     6851.4115     6870.7598 -37.497049  21.050969   0.000651   0.001251
1 59187U 24045K   25291.95309077  .00001567  00000-0  66441-4 0  9998 | 2 59187  42.9994 173.0779 0000813 280.6569  79.4191 15.27584302 91481 | 2025/10/18-22:52:27  197.6358   94.2665     6861.1732     6855.5951     6866.7513 -42.685974   5.182277  -0.000053   0.000811
1 59188U 24045L   25292.07358061  .00014877  00000-0  54883-3 0  9994 | 2 59188  43.0004 172.2586 0001206 266.7309  93.3405 15.27593152 91506 | 2025/10/19-01:45:57  241.9548   94.2659     6861.1467     6852.8722     6869.4213 -42.608500   5.792249   0.000230   0.001184
1 59189U 24045M   25292.03388080  .00005080  00000-0  19389-3 0  9993 | 2 59189  43.0022 172.8240 0001248 274.6604  85.4105 15.27596180 91493 | 2025/10/19-00:48:47  227.0588   94.2658     6861.1376     6852.5749     6869.7003 -42.665369   5.371734   0.000055   0.001247
1 59190U 24045N   25291.40815022  .00001886  00000-0  78050-4 0  9997 | 2 59190  43.0022 175.8739 0001841 271.0594  89.0047 15.27581019 91400 | 2025/10/18-09:47:44  358.1360   94.2667     6861.1830     6848.5516     6873.8145 -42.890743   3.094086   0.000098   0.001838
1 59191U 24045P   25291.39706965  .00020394  00000-0  74886-3 0  9998 | 2 59191  43.0022 172.3562 0001203 242.7115 117.3615 15.27567023 91442 | 2025/10/18-09:31:46  357.6449   94.2675     6861.2250     6852.9709     6869.4790 -42.620089   5.719899   0.000689   0.000986
1 59192U 24045Q   25292.33336806  .00013686  00000-0  50614-3 0  9996 | 2 59192  43.0009 170.8353 0001822 257.0226  72.1469 15.27566485  5821 | 2025/10/19-08:00:03    8.0595   94.2676     6861.2266     6848.7254     6873.7277 -42.451975   6.848882   0.000687   0.001688
1 59193U 24045R   25291.97493387 -.00002074  00000-0 -65803-4 0  9992 | 2 59193  43.0025 173.2438 0000997 268.6569  91.4169 15.27608945 91487 | 2025/10/18-23:23:54  205.3571   94.2650     6861.0994     6854.2589     6867.9399 -42.703879   5.059023   0.000140   0.000987
1 59194U 24045S   25292.04787414  .00008291  00000-0  31025-3 0  9992 | 2 59194  43.0018 172.0731 0001110 287.2594  72.8137 15.27604431 91503 | 2025/10/19-01:08:56  232.8589   94.2652     6861.1129     6853.4971     6868.7288 -42.590910   5.930360  -0.000180   0.001095
1 59195U 24045T   25292.02618136  .00000919  00000-0  42902-4 0  9991 | 2 59195  43.0045 172.7655 0000761 272.3781  87.6984 15.27589495 91494 | 2025/10/19-00:37:42  224.3324   94.2662     6861.1577     6855.9363     6866.3790 -42.662143   5.415583   0.000064   0.000758
1 59196U 24045U   25292.05172462  .00014786  00000-0  54516-3 0  9992 | 2 59196  43.0021 172.1029 0000924 286.6197  73.4553 15.27616094 91512 | 2025/10/19-01:14:29  234.2172   94.2645     6861.0780     6854.7384     6867.4177 -42.594286   5.908248  -0.000140   0.000913
1 59197U 24045V   25292.09544342  .00000421  00000-0  24813-4 0  9996 | 2 59197  42.9984 172.4244 0001087 270.4073  89.6654 15.27560122 91506 | 2025/10/19-02:17:26  249.6799   94.2680     6861.2456     6853.7874     6868.7038 -42.623100   5.668662   0.000136   0.001079
1 59198U 24045W   25292.10311713  .00003935  00000-0  15236-3 0  9994 | 2 59198  43.0031 172.4828 0000479 291.9510  68.1290 15.27592395 91503 | 2025/10/19-02:28:29  252.3843   94.2660     6861.1490     6857.8625     6864.4355 -42.633516   5.625830  -0.000119   0.000464
1 59199U 24045X   25292.06586345  .00002265  00000-0  91762-4 0  9999 | 2 59199  43.0006 172.2068 0000411 210.3608 149.7220 15.27590240 91505 | 2025/10/19-01:34:50  239.2094   94.2661     6861.1554     6858.3355     6863.9754 -42.603444   5.830795   0.000380   0.000158
1 59200U 24045Y   25292.06971449  .00010451  00000-0  38842-3 0  9990 | 2 59200  43.0002 172.2333 0001433 227.6299 132.4431 15.27608284 91502 | 2025/10/19-01:40:23  240.5829   94.2650     6861.1014     6851.2694     6870.9334 -42.605740   5.811036   0.001100   0.000918
1 59201U 24046A   25291.94376410  .00003458  00000-0  12876-3 0  9993 | 2 59201  53.1566  94.0194 0001083  85.6461 274.4664 15.30210099 91344 | 2025/10/18-22:39:01  273.2910   94.1047     6853.3219     6845.8998     6860.7441  -3.725971  53.025855  -0.001083   0.000006
1 59202U 24046B   25292.23340516 -.00000567  00000-0 -70100-5 0  9991 | 2 59202  53.1604  92.2679 0001009  92.1936 267.9180 15.30196035 91392 | 2025/10/19-05:36:06   19.5997   94.1056     6853.3639     6846.4489     6860.2790  -2.103663  53.118761  -0.001006  -0.000078
1 59203U 24046C   25292.33336806  .00115884  00000-0  38756-2 0  9995 | 2 59203  53.1568  91.5519 0001182  86.0248 233.0683 15.30103967  5677 | 2025/10/19-08:00:03   97.4193   94.1113     6853.6388     6845.5378     6861.7398  -1.439617  53.137302  -0.001181   0.000050
1 59204U 24046D   25291.94166895 -.00000940  00000-0 -19633-4 0  9994 | 2 59204  53.1576  94.0049 0001143  86.4725 273.6407 15.30184003 91347 | 2025/10/18-22:36:00  272.5485   94.1063     6853.3998     6845.5664     6861.2333  -3.712622  53.027793  -0.001143  -0.000010
1 59205U 24046E   25292.24292343  .00018344  00000-0  63138-3 0  9990 | 2 59205  53.1601  92.3273 0001614  93.5621 266.5565 15.30125741 91399 | 2025/10/19-05:49:48   22.9692   94.1099     6853.5738     6842.5121     6864.6355  -2.158719  53.116251  -0.001605  -0.000166
1 59206U 24046F   25292.25662344  .00014146  00000-0  48872-3 0  9998 | 2 59206  53.1585  92.4105 0001193  82.7336 277.3800 15.30207974 91392 | 2025/10/19-06:09:32   27.8365   94.1049     6853.3283     6845.1522     6861.5043  -2.235780  53.111462  -0.001189   0.000101
1 59207U 24046G   25292.23551717  .00000387  00000-0  25199-4 0  9998 | 2 59207  53.1597  92.2829 0001088  85.0679 275.0446 15.30197373 91398 | 2025/10/19-05:39:08   20.3462   94.1055     6853.3599     6845.9035     6860.8164  -2.117541  53.117509  -0.001087   0.000050
1 59208U 24046H   25292.16175941  .00011572  00000-0  40214-3 0  9994 | 2 59208  53.1589  92.5312 0001278  80.1001 280.0144 15.30206998 91380 | 2025/10/19-03:52:56  353.4704   94.1049     6853.3312     6844.5726     6862.0897  -2.347678  53.107034  -0.001267   0.000164
1 59209U 24046J   25291.95526252  .00005245  00000-0  18904-3 0  9997 | 2 59209  53.1581  93.3749 0001095  98.2000 261.9125 15.30205181 91359 | 2025/10/18-22:55:34  278.0863   94.1050     6853.3366     6845.8322     6860.8410  -3.129367  53.065909  -0.001073  -0.000220
1 59210U 24046K   25292.18813579  .00001562  00000-0  64819-4 0  9991 | 2 59210  53.1597  92.6942 0000896  89.8841 270.2263 15.30205519 91386 | 2025/10/19-04:30:54    2.8330   94.1050     6853.3356     6847.1950     6859.4762  -2.498789  53.100939  -0.000895  -0.000040
1 59211U 24046L   25291.79675701  .00005966  00000-0  21338-3 0  9991 | 2 59211  53.1587  81.7441 0001140  81.0187 279.0943 15.30199541 91490 | 2025/10/18-19:07:19  232.4984   94.1054     6853.3534     6845.5406     6861.1663   7.633299  52.607795  -0.001089   0.000338
1 59212U 24046M   25291.94587823  .00025493  00000-0  86973-3 0  9999 | 2 59212  53.1567  94.0226 0000789  76.7173 283.3916 15.30206163 91331 | 2025/10/18-22:42:03  274.0546   94.1050     6853.3337     6847.9264     6858.7409  -3.728940  53.025746  -0.000779   0.000127
1 59213U 24046N   25292.23657838 -.00000168  00000-0  64505-5 0  9999 | 2 59213  53.1598  92.3144 0001118  93.6671 266.4458 15.30190769 91386 | 2025/10/19-05:40:40   20.6974   94.1059     6853.3796     6845.7176     6861.0417  -2.146748  53.116436  -0.001112  -0.000117
1 59214U 24046P   25292.23973665  .00001741  00000-0  70879-4 0  9996 | 2 59214  53.1594  92.3035 0001157  85.3624 274.7509 15.30199028 91387 | 2025/10/19-05:45:13   21.8479   94.1054     6853.3550     6845.4256     6861.2843  -2.136627  53.116444  -0.001156   0.000047
1 59215U 24046Q   25292.14805532 -.00001132  00000-0 -26136-4 0  9997 | 2 59215  53.1572  92.4447 0001082  61.8146 298.2963 15.30175475 91371 | 2025/10/19-03:33:11  348.6135   94.1069     6853.4253     6846.0099     6860.8407  -2.267427  53.108819  -0.000975   0.000470
1 59216U 24046R   25291.94482438  .00010454  00000-0  36452-3 0  9997 | 2 59216  53.1566  94.0220 0001069  79.2125 280.8996 15.30205070 91218 | 2025/10/18-22:40:32  273.6716   94.1050     6853.3369     6846.0107     6860.6631  -3.728378  53.025686  -0.001062   0.000126
1 59217U 24046S   25292.15858685  .00001632  00000-0  67200-4 0  9997 | 2 59217  53.1590  92.5081 0001341  79.3928 280.7224 15.30204393 91376 | 2025/10/19-03:48:21  352.3475   94.1051     6853.3390     6844.1486     6862.5293  -2.326271  53.108076  -0.001328   0.000189
1 59218U 24046T   25292.15332024  .00020219  00000-0  69257-3 0  9997 | 2 59218  53.1577  92.5022 0000603  85.6598 274.4472 15.30215530 91370 | 2025/10/19-03:40:46  350.4605   94.1044     6853.3057     6849.1732     6857.4382  -2.320745  53.107017  -0.000603   0.000019
1 59219U 24046U   25292.29555571  .00003470  00000-0  12922-3 0  9994 | 2 59219  53.1588  91.9412 0001133  90.4251 269.6880 15.30197907 91396 | 2025/10/19-07:05:36   42.3603   94.1055     6853.3583     6845.5935     6861.1232  -1.800693  53.128293  -0.001132  -0.000047
1 59220U 24046V   25292.18075436  .00008019  00000-0  28256-3 0  9992 | 2 59220  53.1588  92.6462 0001280  77.6827 282.4317 15.30204078 91374 | 2025/10/19-04:20:17    0.2124   94.1051     6853.3399     6844.5676     6862.1122  -2.454261  53.102115  -0.001262   0.000215
1 59221U 24046W   25292.15542460  .00003946  00000-0  14525-3 0  9994 | 2 59221  53.1591  92.4887 0001151  88.9178 271.1955 15.30208816 91376 | 2025/10/19-03:43:48  351.2273   94.1048     6853.3257     6845.4376     6861.2139  -2.308293  53.108961  -0.001151  -0.000028
1 59222U 24046X   25291.94270061  .00002311  00000-0  90088-4 0  9990 | 2 59222  53.1597  94.0015 0000990  84.8605 275.2508 15.30214719 91338 | 2025/10/18-22:37:29  272.9262   94.1044     6853.3081     6846.5233     6860.0929  -3.709622  53.030109  -0.000990   0.000020
1 59223U 24046Y   25291.93956816  .00012669  00000-0  43945-3 0  9995 | 2 59223  53.1570  93.9826 0000920 108.3618 251.7483 15.30175921 91339 | 2025/10/18-22:32:58  271.8155   94.1068     6853.4240     6847.1188     6859.7291  -3.691941  53.028636  -0.000851  -0.000350
1 59224U 24047A   25292.29838846  .00017757  00000-0  96771-3 0  9997 | 2 59224  97.6356 260.6839 0014767 167.4240 192.7362 15.14364555 88222 | 2025/10/19-07:09:40  234.5931   95.0894     6901.0454     6799.1377     7002.9531 -15.805360 -96.347813   0.005506   0.013702
1 59225U 24047B   25291.88588996  .00029338  00000-0  13134-2 0  9999 | 2 59225  97.6185 262.5043 0011962 128.9447 231.2856 15.21163594 88366 | 2025/10/18-21:15:40   83.7966   94.6644     6880.4666     6798.1625     6962.7708 -12.734508 -96.784316   0.010205   0.006241
1 59226U 24047C   24081.15549413  .18900565  18046-5  41975-3 0  9995 | 2 59226  97.5259  51.4902 0058890 204.1050 156.2866 16.38241117  1353 | 2024/03/21-03:43:54  183.2541   87.8991     6548.6226     6162.9742     6934.2709  60.724354  76.314180  -0.014650  -0.057039
1 59227U 23128B   24142.79230069  .29088714  12632-4  28552-3 0  9992 | 2 59227  51.3127  66.6672 0003858 182.3280 272.4135 16.50856877 11152 | 2024/05/21-19:00:54    3.7297   87.2274     6515.2171     6490.0814     6540.3528  20.323484  47.116337  -0.001383  -0.003602
1 59228U 24048A   25226.36727000 -.00008268  00000-0  00000-0 0  9991 | 2 59228  29.4371   0.9882 3348501 353.3677  15.6273  0.02585304    55 | 2025/08/14-08:48:52   85.2665 55699.4458   483126.3920 -1134622.8147  2100875.5987  29.432722   0.507687   3.332267  -0.329321
1 59229U 24048B   24089.85296800  .11104148 -74133-5  13511-3 0  9994 | 2 59229  28.4841 253.5373 0135954 300.8962 175.3088 16.26174521  2503 | 2024/03/29-20:28:16  125.0568   88.5514     6580.9775     5686.2673     7475.6877  -8.072140 -27.316378  -0.131663  -0.033887
1 59230U 24048C   24080.81802812  .07954348 -71793-5  26639-3 0  9993 | 2 59230  28.3874 316.6189 0414427 200.3312 183.9475 15.55099549  1011 | 2024/03/20-19:37:57  132.4179   92.5986     6780.0003     3970.1851     9589.8154  20.631999 -19.497823  -0.381341   0.162262
