# SPACE DATA - CATALOG TLEs (nice format)
# Generated : 2026/03/21-13:43:36
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG      ARG_LAT     TANOM    PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------
1 12989U 81118  A 81352.07177797  .00109184 +05900-6 +03346-4 0  9995 | 2 12989 065.0211 206.4006 0042504 049.9838 310.4493 16.05931664002209 | 1981/12/18-01:43:21   86.1611    0.0612  310.0774   89.6676     6636.1644     6607.9580     6664.3707 -58.239861 -28.911278  -0.001001  -0.004131
1 12990U 81118  B 81342.66057063  .11257286 +02297-5 +05642-4 0  9999 | 2 12990 065.0204 240.8263 0005533 348.8641 011.4100 16.41022873000691 | 1981/12/08-15:51:13  254.1796    0.2867   11.4226   87.7501     6541.2199     6537.6007     6544.8392 -31.694774 -56.772297  -0.000358  -0.000422
1 12991U 81118  C 81339.14959787 -.00000532 +00000-0 +00000-0 0  9996 | 2 12991 064.9837 253.9026 0014443 147.6759 222.7517 16.21799278000124 | 1981/12/05-03:35:25   44.0212   10.3154  222.6395   88.7903     6592.8082     6583.2862     6602.3302 -18.018099 -62.435802   0.001080   0.000959
1 12992U 81016H   25300.19352463 -.00000854  00000-0  00000-0 0  9990 | 2 12992  68.7531  25.5004 6218454 348.9441   2.1450  2.02527185227065 | 2025/10/27-04:38:40  269.5596    0.6287   11.6846  711.0157    26388.3938     9978.8925    42797.8952  62.055330  29.599406   0.602189   0.155114
1 12993U 81071E   26080.08130791  .00000668  00000-0  00000-0 0  9996 | 2 12993  67.0659  89.7477 6480097   8.4233 358.6319  1.97853625236467 | 2026/03/21-01:57:05  291.6480    0.0368  351.6135  727.8108    26802.3269     9434.1591    44170.4948   0.295321  67.065250  -0.092100   0.641431
1 12994U 81119A   26080.11224605 -.00000225  00000-0  00000-0 0  9992 | 2 12994  11.3796 327.6600 0047445 268.9710 279.1774  0.99465200125825 | 2026/03/21-02:41:38  243.8410  187.6112  278.6402 1447.7425    42392.3737    42191.2430    42593.5043   9.614494  -6.087430  -0.002610  -0.003962
1 12995U 79058G   12141.54703786  .99999999  10736-3  58437-2 0  9995 | 2 12995 062.3368 122.7647 1076169 046.3111 045.9952 14.03272719142839 | 2012/05/20-13:07:44   40.4987  102.0391   55.7280  102.6173     7260.6213     6479.2558     8041.9869 -33.736067  52.419027  -0.105667   0.020394
1 12996U 77092J   26080.34363308 -.00000015  00000-0  00000-0 0  9995 | 2 12996   4.5315 276.0469 0013807 308.0813  82.5864  1.00054286 83632 | 2026/03/21-08:14:49  176.6868   30.8246   82.7433 1439.2187    42225.8153    42167.5141    42284.1164   0.477360  -4.506287  -0.000991  -0.000961
1 12997U 81120A   26080.64344958  .00000007  00000-0 -31104-4 0  9990 | 2 12997  82.9602 312.8516 0059195  88.6623 299.3881 12.15870314964062 | 2026/03/21-15:26:34  250.0423   27.4572  298.7949  118.4337     7988.7164     7941.4272     8036.0056  56.421383 -60.819588   0.004432   0.003923
1 12998U 81120B   26080.52905366  .00000141  00000-0  15703-2 0  9997 | 2 12998  82.9637 168.3755 0017974 302.7227  68.2082 12.03195221943628 | 2026/03/21-12:41:50   10.2290   11.1223   68.3996  119.6813     8044.7233     8030.2637     8059.1829 -81.262046  16.716918  -0.000647   0.001677
1 12999U 81120C   26080.59317708 -.00000106  00000-0 -13386-2 0  9990 | 2 12999  82.9579 133.0818 0015627 132.3621  26.3430 12.05301751947020 | 2026/03/21-14:14:10  280.9583  158.7847   26.4226  119.4722     8035.3472     8022.7904     8047.9041 -56.663714  60.590731  -0.000124  -0.001558
1 13000U 81120D   26080.58635454 -.00000074  00000-0 -95257-3 0  9996 | 2 13000  82.9554 108.1928 0017647 357.0135 126.0137 12.06917840949580 | 2026/03/21-14:04:21  339.0576  123.1906  126.1771  119.3122     8028.1726     8014.0053     8042.3400 -25.899965  78.808567  -0.000463   0.001703
1 13001U 81120E   26080.49442194 -.00000116  00000-0 -13890-2 0  9993 | 2 13001  82.9541  71.0414 0023352 187.0517 292.3723 12.08947614952845 | 2026/03/21-11:51:58  347.5207  119.1763  292.1246  119.1119     8019.1841     8000.4577     8037.9105  26.950532  78.454136  -0.000482  -0.002285
1 13002U 81120F   26080.49176223  .00000035  00000-0  27038-3 0  9999 | 2 13002  82.9664 348.0294 0050963 231.4083 250.3845 12.13845018960822 | 2026/03/21-11:48:08   67.2004  121.2439  249.8356  118.6313     7997.6000     7956.8419     8038.3582  81.162226 -17.208040  -0.003936  -0.003237
1 13003U 81120G   26080.52856427  .00000034  00000-0  34654-3 0  9996 | 2 13003  82.9619 357.1823 0082592   8.4876 164.1896 11.91537415924975 | 2026/03/21-12:41:07   19.4958  172.9325  164.4449  120.8523     8097.1102     8030.2346     8163.9859  82.861599  -4.078268   0.008219   0.000816
1 13004U 81118  D 82005.18921124  .08920162 +33006-4 +11613-3 0  9999 | 2 13004 065.0043 138.9445 0006633 008.4383 351.5031 16.49131401005133 | 1982/01/05-04:32:27  214.3570  359.9302  351.4919   87.3187     6519.7609     6515.4363     6524.0854 -49.018035  42.694160  -0.000559   0.000358
1 13005U 81118  E 81353.99552586  .06356385 +09198-6 +09624-3 0  9990 | 2 13005 065.0177 199.2874 0018085 050.2004 309.0419 16.17097092002516 | 1981/12/19-23:53:33   68.8360  359.0811  308.8807   89.0485     6605.5823     6593.6361     6617.5285 -61.368491 -21.475791  -0.000634  -0.001694
1 13006U 81118  F 81355.47503269  .06386533 +01357-5 +02594-3 0  9995 | 2 13006 065.0199 193.7514 0016735 044.7618 315.4905 16.30736732002753 | 1981/12/21-11:24:02  247.9138    0.1177  315.3559   88.3036     6568.6976     6557.7049     6579.6904 -63.156187 -15.455856  -0.000874  -0.001427
1 13007U 81119B   26080.39538266  .00037383 -24975-5  13567-2 0  9990 | 2 13007  23.5230  78.3360 2515951 179.1116 181.4986 10.34826390180427 | 2026/03/21-09:29:21   63.1905    0.0375  180.9259  139.1538     8895.2231     6657.2285    11133.2176   4.755692  23.037251  -0.054680  -0.245581
1 13008U 81121  A 82018.53493152  .01822858 +15113-4 +27919-3 0  9996 | 2 13008 070.3405 220.8674 0105751 070.6943 290.9979 16.18241494004830 | 1982/01/18-12:50:18  267.6551    0.5555  289.8612   88.9855     6602.4677     6532.6460     6672.2895 -53.193306 -46.024538   0.003886  -0.009835
1 13009U 81121  B 81357.63726054  .16367321 +05684-5 +09876-4 0  9994 | 2 13009 070.3651 296.4980 0053801 067.9091 293.1735 16.40322876000676 | 1981/12/23-15:17:39  204.0465    0.5143  292.6052   87.7876     6543.0808     6507.8783     6578.2832  31.394556 -62.973242   0.005364   0.000413
1 13010U 81122A   26080.22972955 -.00000107  00000-0  00000-0 0  9995 | 2 13010  11.7459 329.7920 0117805 265.7312 276.4809  0.95038916110520 | 2026/03/21-05:30:48  290.1686  180.8687  275.1375 1515.1688    43698.6002    43183.8088    44213.3915  10.150860  -5.909839  -0.006669  -0.009711
1 13011U 81122B   26080.18849128  .00003805  00000-0  78751-3 0  9994 | 2 13011  10.3939 185.9117 6519617 222.9544  62.0355  3.29264212357960 | 2026/03/21-04:31:25  316.3439    0.0981  137.1437  437.3388    19085.5855     6642.5147    31528.6563 -10.338623  -1.070527   0.428874   0.491041
1 13012U 81123A   26079.95882632 -.00001383  00000-0  72783-3 0  9995 | 2 13012  61.6641  82.1548 7413519 274.8098  12.3344  2.00728072324115 | 2026/03/20-23:00:42  334.8146    0.2100   85.4002  717.3884    26545.8376     6866.0304    46225.6447   8.416972  61.086953   0.740312  -0.039257
1 13013U 81123  B 82016.62687087  .22478930 +39013-4 +36543-3 0  9993 | 2 13013 062.9555 230.3242 0020103 068.1667 293.5312 16.46297840003834 | 1982/01/16-15:02:41  289.4984    1.4865  293.3198   87.4690     6527.2398     6514.1181     6540.3615 -40.193485 -48.454915   0.000959  -0.001767
1 13014U 81123  C 82010.04695174  .83239685 +40114-4 +24629-3 0  9995 | 2 13014 062.9596 255.7886 0011949 322.8939 037.9478 16.59460036002784 | 1982/01/10-01:07:36   50.0479    0.9260   38.0321   86.7752     6492.6797     6484.9216     6500.4378 -15.456599 -61.032817  -0.000933  -0.000747
1 13015U 81053 EN 91084.42185360  .20470021 -25000-5 +14391-1 0  9996 | 2 13015 082.8108 064.9444 0018515 149.0756 216.9406 16.15825862505048 | 1991/03/25-10:07:28   84.1841    5.8889  216.8133   89.1185     6609.0465     6596.8098     6621.2831  35.070171  75.018076  -0.001535  -0.001036
1 13016U 81123D   26079.90319609  .00000352  00000-0  38645-3 0  9996 | 2 13016  62.8120  26.2384 7137895 284.7387  11.6519  2.40468456358240 | 2026/03/20-21:40:36    1.3500    0.4847   75.7460  598.8311    23534.0370     6735.6885    40332.3855  56.339994  27.769631   0.468073  -0.538891
1 13017U 81053EP  26080.02520027  .00000990  00000-0  65118-3 0  9995 | 2 13017  82.9330   2.7447 0031497 109.8850 263.5302 14.00732163244602 | 2026/03/21-00:36:17  351.9804   13.0567  263.1717  102.8034     7269.3979     7246.5015     7292.2943  82.837861   3.971307  -0.001212   0.002907
1 13018U 81053EQ  26080.41421071  .00001245  00000-0  88601-3 0  9994 | 2 13018  82.6704  72.8506 0048118 175.1280 315.7921 13.96213690232988 | 2026/03/21-09:56:27  305.1781  130.5340  315.4060  103.1361     7285.0731     7250.0188     7320.1274  24.376549  78.994803  -0.001804  -0.004461
1 13019U 81053ER  26080.45384366  .00001737  00000-0  11074-2 0  9999 | 2 13019  82.9421 156.6710 0071398 199.3570 171.8619 14.01867681234105 | 2026/03/21-10:53:32  355.4079   11.3337  171.9767  102.7201     7265.4719     7213.5979     7317.3459 -76.161257  32.845928   0.007123  -0.000495
1 13020U 81053ES  26080.57797776  .00000593  00000-0  53264-3 0  9994 | 2 13020  82.6880 289.4436 0113563  41.6047 347.3448 13.79734734218302 | 2026/03/21-13:52:17  248.8513   28.6604  347.0557  104.3679     7342.9647     7259.5758     7426.3537  27.525082 -77.972272   0.009937  -0.005497
1 13021U 81053ET  26080.19471936  .00001376  00000-0  82807-3 0  9995 | 2 13021  83.1473 355.0477 0022987  88.5300  31.0975 14.05961732247318 | 2026/03/21-04:40:23  314.8243  119.7639   31.2339  102.4210     7251.3607     7234.6920     7268.0294  82.836904  -7.177804   0.000257   0.002284
1 13022U 81053EU  26080.46039540  .00001171  00000-0  53653-3 0  9997 | 2 13022  82.9173 332.3066 0042321 268.9956 270.6258 14.20196411272998 | 2026/03/21-11:02:58   13.7411  179.1364  270.1408  101.3944     7202.8256     7172.3425     7233.3087  73.418888 -38.534990  -0.002032  -0.003712
1 13023U 81053EV  02008.34707014 +.03673192 +17788-1 +86225-2 0  9990 | 2 13023 082.7185 127.7099 0014053 333.0713 026.1123 15.99994365043620 | 2002/01/08-08:19:46  286.6007  359.2546   26.1833   90.0003     6652.5713     6643.2225     6661.9202 -50.595907  65.440082  -0.000263   0.001380
1 13024U 81053EW  26080.64524889  .00002079  00000-0  12247-2 0  9995 | 2 13024  82.9237 326.4433 0042964 333.9529  54.4079 14.07072887248026 | 2026/03/21-15:29:09  236.7895   28.7624   54.8095  102.3401     7247.5426     7216.4043     7278.6810  69.103571 -45.837064   0.002174  -0.003706
1 13025U 81122  C 92071.05033541  .00008043 +00000-0 +44768-2 0  9991 | 2 13025 066.7163 338.3794 0058859 217.1243 142.5188 14.10452996552062 | 1992/03/11-01:12:28   29.5877    0.0511  142.9268  102.0949     7235.9590     7193.3688     7278.5491  62.022413 -24.582209  -0.005672  -0.001573
1 13026U 81053EX  26080.53354125  .00044024  00000-0  51025-2 0  9992 | 2 13026  82.9126 258.3202 0003431  85.7186 274.4423 14.85239613282572 | 2026/03/21-12:48:17  292.6757    0.1217  274.4031   96.9541     6990.9709     6988.5723     6993.3695 -16.784997 -81.195832   0.000330  -0.000094
1 13027U 82001A   26080.37140649  .00000133  00000-0  52854-4 0  9999 | 2 13027  74.0479 317.4449 0024677 283.6546  76.1860 14.37700977314953 | 2026/03/21-08:54:49  176.1706    0.1154   76.4608  100.1599     7144.2415     7126.6117     7161.8714  54.545704 -50.078515  -0.001193  -0.002160
1 13028U 82001B   26080.59045109  .00000391  00000-0  13263-3 0  9995 | 2 13028  74.0382 251.1297 0020179 262.9415  96.9445 14.39884793316985 | 2026/03/21-14:10:14  320.7407    0.1155   97.1740  100.0080     7137.0161     7122.6143     7151.4179 -23.945950 -70.058879  -0.001815   0.000882
1 13029U 82001C   26079.96078198  .00003327  00000-0  48768-3 0  9999 | 2 13029  73.9652 260.2462 0006030   3.3635 152.4459 14.76000046283045 | 2026/03/20-23:03:31  288.7661  155.8413  152.4778   97.5610     7020.1156     7015.8824     7024.3487 -12.530805 -72.896020  -0.000067  -0.000599
1 13030U 82001D   25345.11634824  .05935055  19104-5  35992-2 0  9998 | 2 13030  73.9625 228.5795 0009717 177.2661 182.8642 16.18017507344045 | 2025/12/11-02:47:32   73.8580    0.1247  182.8586   88.9978     6603.0770     6596.6608     6609.4932 -48.932126 -55.462586   0.000677   0.000697
1 13031U 82002  A 82025.24157048  .00393947 -95517-5 +14781-3 0  9990 | 2 13031 082.3064 310.5811 0022201 063.1807 297.1936 16.23665412002065 | 1982/01/25-05:47:51   80.9537    0.1477  296.9670   88.6882     6587.7556     6573.1302     6602.3811  53.542266 -62.510553   0.002156   0.000528
1 13032U 82002  B 82016.32837268  .14620115 -10042-4 +35062-3 0  9998 | 2 13032 082.3001 321.1186 0006472 034.4111 332.6512 16.45941088000626 | 1982/01/16-07:52:51   86.2785    7.0282  332.6171   87.4879     6528.1829     6523.9579     6532.4080  64.066263 -51.660627   0.000645  -0.000050
1 13033U 82003A   26080.49420148  .00000059  00000-0  46285-4 0  9994 | 2 13033  82.9406 230.0128 0033436  74.4868 348.5428 13.73465775214158 | 2026/03/21-11:51:39  244.8641   62.9532  348.4664  104.8443     7365.2916     7340.6650     7389.9182 -53.298995 -63.548094   0.001894  -0.002756
1 13034U 82003B   26080.41584869  .00000079  00000-0  66681-4 0  9992 | 2 13034  82.9408 183.8419 0030659 271.3912 158.3824 13.75532452216935 | 2026/03/21-09:58:49  255.9282   69.9026  158.5114  104.6867     7357.9124     7335.3538     7380.4710 -82.754410  -5.557330  -0.000280   0.003053
1 13035U 82004A   26079.14497528 -.00000230  00000-0  00000+0 0  9995 | 2 13035  12.8749 336.1946 0044847 201.8978 157.8993  0.99589330124329 | 2026/03/20-03:28:45   74.5157  359.9895  158.0917 1445.9380    42357.1406    42167.1815    42547.0996  11.779525  -5.196716  -0.004482   0.000149
1 13036U 82005  A 82033.30067764  .00123491 +15906-5 +14254-3 0  9992 | 2 13036 072.8551 264.2994 0044901 049.9144 310.5065 16.06590660002065 | 1982/02/02-07:12:58  156.4696    0.0283  310.1139   89.6308     6634.3495     6604.5607     6664.1384  -7.236709 -72.494797   0.003131  -0.003218
1 13037U 82005  B 82024.53822927  .23390623 +92316-5 +28997-3 0  9995 | 2 13037 072.8446 286.4760 0014719 075.8299 286.1940 16.48752944000664 | 1982/01/24-12:55:03  208.8227    1.8618  286.0319   87.3387     6520.7585     6511.1606     6530.3564  20.659726 -69.853500   0.001471   0.000059
1 13038U 82005  C 82021.46408745  .04285960 +85743-5 +14985-2 0  9996 | 2 13038 072.8530 294.4535 0065168 093.3839 276.4391 16.19416701000160 | 1982/01/21-11:08:17  164.2370    9.0803  275.6964   88.9209     6599.2731     6556.2669     6642.2792  30.157835 -66.317906   0.005763   0.003043
1 13039U 82005  D 82020.71960535 -.00000201 +00000-0 +00000-0 0  9993 | 2 13039 072.8350 296.4807 0064396 067.2564 295.1538 16.08554440000041 | 1982/01/20-17:16:13  260.1383    1.7400  294.4836   89.5214     6628.9488     6586.2610     6671.6366  32.476859 -65.193488   0.006426   0.000420
1 13040U 82006  A 82142.04344872  .00010596 +00000-0 +14937-2 0  9990 | 2 13040 097.2339 217.8327 0008220 233.3163 126.7324 14.77338330017806 | 1982/05/22-01:02:33  217.6329    0.1241  126.8078   97.4726     7015.8753     7010.1083     7021.6424 -76.795829 -59.639182  -0.000016   0.000822
1 13041U 82006  B 82022.22870970  .33245647 +72852-5 +38178-2 0  9996 | 2 13041 097.3491 109.4804 0084163 161.1446 200.0043 16.42266831000069 | 1982/01/22-05:29:20  273.6683    0.8222  199.6776   87.6837     6537.9164     6482.8913     6592.9414 -32.464404  91.776412   0.000092  -0.008416
1 13042U 82007  A 87094.93707471  .11857740 +56434-5 +31248-3 0  9994 | 2 13042 073.9981 085.6163 0009245 259.7645 100.3576 16.45079959293849 | 1987/04/04-22:29:23  264.7412    0.2263  100.4618   87.5337     6530.4609     6524.4235     6536.4983   5.656073  73.781621   0.000895  -0.000233
1 13043U 82007  B 85328.04243883  .41211284 +57547-5 +19432-3 0  9994 | 2 13043 074.0109 103.3446 0006136 252.3738 108.0420 16.56254537216650 | 1985/11/24-01:01:06  154.9893    0.4826  108.1088   86.9432     6501.0542     6497.0652     6505.0433 -17.082249  72.012569   0.000612  -0.000046
1 13044U 82007  C 82030.16997617 -.46657959 +00000-0 -19610+1 0  9998 | 2 13044 074.0406 300.2164 0018599 356.6331 007.2958 15.23209485000112 | 1982/01/30-04:04:45   66.7759    3.9560    7.3229   94.5372     6874.3043     6861.5188     6887.0898  37.262214 -63.980762   0.000840  -0.001659
1 13045U 82008  A 82057.21184000  .01968360 +14817-4 +24669-3 0  9997 | 2 13045 070.3230 266.7343 0112021 060.6961 301.9721 16.17717359004303 | 1982/02/26-05:05:02  143.2845    1.5712  300.8751   89.0143     6603.8938     6529.9163     6677.8712  -4.006045 -70.208802   0.009440  -0.006030
1 13046U 82008  B 82033.38408915  .10987990 +16036-4 +49880-3 0  9991 | 2 13046 070.3380 336.5228 0063067 066.6692 294.2061 16.33127773000478 | 1982/02/02-09:13:05  113.9854    0.2140  293.5448   88.1744     6562.2847     6520.8983     6603.6710  64.515327 -28.021541   0.004598   0.004317
1 13047U 82008  C 82030.91063735  .01469282 +19775-4 +99999-4 0  9994 | 2 13047 070.3368 343.8426 0085745 083.6096 296.4547 16.26354455000070 | 1982/01/30-21:51:19  274.1304   19.1804  295.5708   88.5416     6580.4921     6524.0677     6636.9165  67.558556 -19.573117   0.003288   0.007919
1 13048U 82005  E 82035.62836480  .14877694 +24626-5 +15081-1 0  9993 | 2 13048 072.8650 258.4719 0111676 341.4101 022.3423 15.98959614002441 | 1982/02/04-15:04:50  278.5639    4.2452   22.8351   90.0586     6655.4411     6581.1158     6729.7664 -14.561961 -71.395080  -0.005604  -0.009660
1 13049U 82005  F 82037.25877776  .20166330 +75239-5 +86799-2 0  9994 | 2 13049 072.8318 254.3936 0055087 331.9913 027.8252 16.18524368002691 | 1982/02/06-06:12:38  155.7565    0.1130   28.1217   88.9699     6601.6984     6565.3316     6638.0652 -19.593750 -70.146675  -0.003800  -0.003988
1 13050U 82005  G 82046.91362798  .02191931 +85706-5 +29915-3 0  9995 | 2 13050 072.8410 228.9651 0016383 347.5669 012.6030 16.34628019004261 | 1982/02/15-21:55:37   65.7535    0.2109   12.6440   88.0934     6558.2688     6547.5244     6569.0133 -47.821472 -54.944682  -0.001316  -0.000975
1 13051U 82005  H 82035.28963468  .11983829 +79776-5 +54019-2 0  9992 | 2 13051 072.8551 259.1915 0030963 051.9446 309.3739 16.20634913002384 | 1982/02/04-06:57:04  158.6545    1.0435  309.0989   88.8541     6595.9656     6575.5425     6616.3887 -13.662301 -71.562610   0.002037  -0.002332
1 13052U 82005  J 82035.65923738  .38508285 +80371-5 +50643-2 0  9990 | 2 13052 072.8449 258.2225 0021245 004.3288 000.6453 16.34626147002440 | 1982/02/04-15:49:18  288.7692    4.9768    0.6480   88.0935     6558.2738     6544.3408     6572.2069 -14.868492 -71.311341  -0.000275  -0.002107
1 13053U 81053EY  26080.57052520  .00000977  00000-0  10148-2 0  9990 | 2 13053  83.0740 122.5368 0112435 329.7151 182.9822 13.71998098211491 | 2026/03/21-13:41:33  289.3122  152.6312  182.9161  104.9564     7370.5433     7287.6726     7453.4140 -44.680619  70.035218  -0.000442   0.011235
1 13054U 81097  C 82057.92076506  .17896387 -20276-5 +19929-1 0  9998 | 2 13054 082.9553 206.6254 0019913 263.4735 096.3357 16.09031252023136 | 1982/02/26-22:05:54  101.8809    0.0359   96.5624   89.4948     6627.6392     6614.4415     6640.8368 -74.158359 -37.176869  -0.000684   0.001870
1 13055U 81097  D 82056.83865453  .12168713 -11372-5 +24762-1 0  9993 | 2 13055 082.9239 207.7844 0015162 298.8822 061.4836 15.99233624022966 | 1982/02/25-20:07:39   69.4553    0.5186   61.6364   90.0431     6654.6809     6644.5910     6664.7707 -73.363432 -38.654626  -0.001267   0.000833
1 13056U 82009A   26080.20687252  .00000125  00000-0  00000-0 0  9990 | 2 13056   7.2651 297.1134 0030170 341.1525   8.4318  0.99938168117733 | 2026/03/21-04:57:53  147.2007  349.6352    8.4827 1440.8909    42258.5170    42131.0230    42386.0109   3.311092  -6.466711   0.000434  -0.002986
